,ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat
10,res_00000005_1,chatbot_extended,chatbot,0,0,0,1,0,Hoomans,Species,Species,,,,4,0,1,desktop,1,1,JPN,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11,res_00000005_2,chatbot_extended,chatbot,0,1,0,0,1,Pets,Species,Species,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12,res_00000006_1,chatbot_extended,chatbot,0,1,0,1,0,Less,Utilitarian,Utilitarian,,,,3,2,0,desktop,1,1,JPN,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
13,res_00000006_2,chatbot_extended,chatbot,0,0,0,0,0,More,Utilitarian,Utilitarian,,,,5,2,1,desktop,1,0,JPN,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
14,res_00000007_1,chatbot_extended,chatbot,0,0,0,1,0,Pets,Species,Species,,,,5,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
15,res_00000007_2,chatbot_extended,chatbot,0,1,0,0,0,Hoomans,Species,Species,,,,5,0,0,desktop,1,0,JPN,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
16,res_00000008_1,chatbot_extended,chatbot,0,1,1,0,0,Less,Utilitarian,Utilitarian,,,,1,4,0,desktop,1,1,JPN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,res_00000008_2,chatbot_extended,chatbot,0,0,1,0,0,More,Utilitarian,Utilitarian,,,,5,4,1,desktop,1,0,JPN,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
18,res_00000009_1,chatbot_extended,chatbot,0,1,1,0,0,Less,Utilitarian,Utilitarian,,,,4,1,1,desktop,1,1,JPN,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
19,res_00000009_2,chatbot_extended,chatbot,0,0,1,0,0,More,Utilitarian,Utilitarian,,,,5,1,0,desktop,1,0,JPN,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
20,res_00000010_1,chatbot_extended,chatbot,0,1,1,0,0,Female,Gender,Gender,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,res_00000010_2,chatbot_extended,chatbot,0,0,1,0,0,Male,Gender,Gender,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,res_00000011_1,chatbot_extended,chatbot,0,0,0,1,0,Low,Social Value,Social Value,,,,4,0,1,desktop,1,1,JPN,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
23,res_00000011_2,chatbot_extended,chatbot,0,1,0,0,2,High,Social Value,Social Value,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
24,res_00000012_1,chatbot_extended,chatbot,0,0,0,1,0,More,Utilitarian,Utilitarian,,,,3,2,1,desktop,1,1,JPN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
25,res_00000012_2,chatbot_extended,chatbot,0,1,0,0,0,Less,Utilitarian,Utilitarian,,,,1,2,0,desktop,1,0,JPN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,res_00000013_1,chatbot_extended,chatbot,0,0,1,0,0,Fat,Fitness,Fitness,,,,1,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,res_00000013_2,chatbot_extended,chatbot,0,1,1,0,0,Fit,Fitness,Fitness,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,res_00000014_1,chatbot_extended,chatbot,0,1,0,1,0,Less,Utilitarian,Utilitarian,,,,2,2,0,desktop,1,1,JPN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29,res_00000014_2,chatbot_extended,chatbot,0,0,0,0,2,More,Utilitarian,Utilitarian,,,,4,2,1,desktop,1,0,JPN,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0
30,res_00000015_1,chatbot_extended,chatbot,0,1,1,0,1,Low,Social Value,Social Value,,,,5,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
31,res_00000015_2,chatbot_extended,chatbot,0,0,1,0,2,High,Social Value,Social Value,,,,5,0,0,desktop,1,0,JPN,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,res_00000016_1,chatbot_extended,chatbot,0,0,1,0,1,Female,Gender,Gender,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,res_00000016_2,chatbot_extended,chatbot,0,1,1,0,2,Male,Gender,Gender,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,res_00000017_1,chatbot_extended,chatbot,0,0,1,0,1,Young,Age,Age,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
35,res_00000017_2,chatbot_extended,chatbot,0,1,1,0,2,Old,Age,Age,,,,2,0,0,desktop,1,0,JPN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,res_00000018_1,chatbot_extended,chatbot,0,0,1,0,0,Less,Utilitarian,Utilitarian,,,,3,1,0,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
37,res_00000018_2,chatbot_extended,chatbot,0,1,1,0,0,More,Utilitarian,Utilitarian,,,,4,1,1,desktop,1,0,JPN,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
38,res_00000019_1,chatbot_extended,chatbot,0,0,1,0,0,Fat,Fitness,Fitness,,,,3,0,0,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39,res_00000019_2,chatbot_extended,chatbot,0,1,1,0,0,Fit,Fitness,Fitness,,,,3,0,1,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
40,res_00000020_1,chatbot_extended,chatbot,0,1,1,0,1,Female,Gender,Gender,,,,5,0,1,desktop,1,1,JPN,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
41,res_00000020_2,chatbot_extended,chatbot,0,0,1,0,2,Male,Gender,Gender,,,,5,0,0,desktop,1,0,JPN,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
42,res_00000021_1,chatbot_extended,chatbot,0,0,0,1,0,Male,Gender,Gender,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,res_00000021_2,chatbot_extended,chatbot,0,1,0,0,0,Female,Gender,Gender,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,res_00000022_1,chatbot_extended,chatbot,0,1,0,1,0,High,Social Value,Social Value,,,,5,0,0,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
45,res_00000022_2,chatbot_extended,chatbot,0,0,0,0,1,Low,Social Value,Social Value,,,,5,0,1,desktop,1,0,JPN,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
46,res_00000023_1,chatbot_extended,chatbot,0,0,0,1,0,Young,Age,Age,,,,4,0,1,desktop,1,1,JPN,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47,res_00000023_2,chatbot_extended,chatbot,0,1,0,0,0,Old,Age,Age,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,res_00000024_1,chatbot_extended,chatbot,0,1,1,0,0,Female,Gender,Gender,,,,5,0,1,desktop,1,1,JPN,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0
49,res_00000024_2,chatbot_extended,chatbot,0,0,1,0,0,Male,Gender,Gender,,,,5,0,0,desktop,1,0,JPN,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0
50,res_00000025_1,chatbot_extended,chatbot,0,1,1,0,0,Fat,Fitness,Fitness,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,res_00000025_2,chatbot_extended,chatbot,0,0,1,0,0,Fit,Fitness,Fitness,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,res_00000026_1,chatbot_extended,chatbot,0,1,1,0,2,Young,Age,Age,,,,4,0,1,desktop,1,1,JPN,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,res_00000026_2,chatbot_extended,chatbot,0,0,1,0,1,Old,Age,Age,,,,4,0,0,desktop,1,0,JPN,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,res_00000027_1,chatbot_extended,chatbot,0,1,0,1,0,Pets,Species,Species,,,,4,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
55,res_00000027_2,chatbot_extended,chatbot,0,0,0,0,1,Hoomans,Species,Species,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
56,res_00000028_1,chatbot_extended,chatbot,0,1,1,0,2,Hoomans,Species,Species,,,,4,0,1,desktop,1,1,JPN,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
57,res_00000028_2,chatbot_extended,chatbot,0,0,1,0,1,Pets,Species,Species,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
58,res_00000029_1,chatbot_extended,chatbot,0,0,1,0,0,Female,Gender,Gender,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
59,res_00000029_2,chatbot_extended,chatbot,0,1,1,0,0,Male,Gender,Gender,,,,3,0,0,desktop,1,0,JPN,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
60,res_00000030_1,chatbot_extended,chatbot,0,0,0,1,0,Low,Social Value,Social Value,,,,4,0,1,desktop,1,1,JPN,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
61,res_00000030_2,chatbot_extended,chatbot,0,1,0,0,2,High,Social Value,Social Value,,,,4,0,0,desktop,1,0,JPN,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
62,res_00000031_1,chatbot_extended,chatbot,0,1,1,0,0,Fat,Fitness,Fitness,,,,3,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
63,res_00000031_2,chatbot_extended,chatbot,0,0,1,0,0,Fit,Fitness,Fitness,,,,3,0,0,desktop,1,0,JPN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,res_00000032_1,chatbot_extended,chatbot,0,0,0,1,0,Fat,Fitness,Fitness,,,,2,0,1,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,res_00000032_2,chatbot_extended,chatbot,0,1,0,0,1,Fit,Fitness,Fitness,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
66,res_00000033_1,chatbot_extended,chatbot,0,1,0,1,0,More,Utilitarian,Utilitarian,,,,5,2,1,desktop,1,1,JPN,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
67,res_00000033_2,chatbot_extended,chatbot,0,0,0,0,2,Less,Utilitarian,Utilitarian,,,,3,2,0,desktop,1,0,JPN,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,res_00000034_1,chatbot_extended,chatbot,0,0,1,0,0,Female,Gender,Gender,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,res_00000034_2,chatbot_extended,chatbot,0,1,1,0,0,Male,Gender,Gender,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,res_00000035_1,chatbot_extended,chatbot,0,1,1,0,0,Low,Social Value,Social Value,,,,4,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
71,res_00000035_2,chatbot_extended,chatbot,0,0,1,0,0,High,Social Value,Social Value,,,,4,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
72,res_00000036_1,chatbot_extended,chatbot,0,0,1,0,0,Young,Age,Age,,,,1,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,res_00000036_2,chatbot_extended,chatbot,0,1,1,0,0,Old,Age,Age,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,res_00000037_1,chatbot_extended,chatbot,0,1,0,1,0,Old,Age,Age,,,,4,0,1,desktop,1,1,JPN,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,res_00000037_2,chatbot_extended,chatbot,0,0,0,0,1,Young,Age,Age,,,,4,0,0,desktop,1,0,JPN,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
76,res_00000038_1,chatbot_extended,chatbot,0,1,0,1,0,Male,Gender,Gender,,,,2,0,0,desktop,1,1,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,res_00000038_2,chatbot_extended,chatbot,0,0,0,0,0,Female,Gender,Gender,,,,2,0,1,desktop,1,0,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,res_00000039_1,chatbot_extended,chatbot,0,1,0,1,0,Less,Utilitarian,Utilitarian,,,,1,3,0,desktop,1,1,JPN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,res_00000039_2,chatbot_extended,chatbot,0,0,0,0,1,More,Utilitarian,Utilitarian,,,,4,3,1,desktop,1,0,JPN,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
80,res_00000040_1,chatbot_extended,chatbot,0,1,1,0,2,Less,Utilitarian,Utilitarian,,,,1,4,0,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,res_00000040_2,chatbot_extended,chatbot,0,0,1,0,1,More,Utilitarian,Utilitarian,,,,5,4,1,desktop,1,0,JPN,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
82,res_00000041_1,chatbot_extended,chatbot,0,0,0,1,0,Pets,Species,Species,,,,4,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
83,res_00000041_2,chatbot_extended,chatbot,0,1,0,0,2,Hoomans,Species,Species,,,,4,0,0,desktop,1,0,JPN,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
84,res_00000042_1,chatbot_extended,chatbot,0,0,1,0,2,Less,Utilitarian,Utilitarian,,,,3,1,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
85,res_00000042_2,chatbot_extended,chatbot,0,1,1,0,1,More,Utilitarian,Utilitarian,,,,4,1,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
86,res_00000043_1,chatbot_extended,chatbot,0,0,0,1,0,More,Utilitarian,Utilitarian,,,,5,2,1,desktop,1,1,JPN,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
87,res_00000043_2,chatbot_extended,chatbot,0,1,0,0,0,Less,Utilitarian,Utilitarian,,,,3,2,0,desktop,1,0,JPN,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,res_00000044_1,chatbot_extended,chatbot,0,0,0,1,0,Old,Age,Age,,,,4,0,1,desktop,1,1,JPN,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,res_00000044_2,chatbot_extended,chatbot,0,1,0,0,1,Young,Age,Age,,,,4,0,0,desktop,1,0,JPN,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,res_00000045_1,chatbot_extended,chatbot,0,1,1,0,0,Low,Social Value,Social Value,,,,1,0,0,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,res_00000045_2,chatbot_extended,chatbot,0,0,1,0,0,High,Social Value,Social Value,,,,1,0,1,desktop,1,0,JPN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,res_00000046_1,chatbot_extended,chatbot,0,0,0,1,0,Hoomans,Species,Species,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
93,res_00000046_2,chatbot_extended,chatbot,0,1,0,0,1,Pets,Species,Species,,,,3,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
94,res_00000047_1,chatbot_extended,chatbot,0,1,1,0,0,Young,Age,Age,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,res_00000047_2,chatbot_extended,chatbot,0,0,1,0,0,Old,Age,Age,,,,2,0,0,desktop,1,0,JPN,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,res_00000048_1,chatbot_extended,chatbot,0,0,1,0,0,Female,Gender,Gender,,,,2,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,res_00000048_2,chatbot_extended,chatbot,0,1,1,0,0,Male,Gender,Gender,,,,2,0,0,desktop,1,0,JPN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,res_00000049_1,chatbot_extended,chatbot,0,0,1,0,0,Less,Utilitarian,Utilitarian,,,,1,4,0,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,res_00000049_2,chatbot_extended,chatbot,0,1,1,0,0,More,Utilitarian,Utilitarian,,,,5,4,1,desktop,1,0,JPN,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
100,res_00000050_1,chatbot_extended,chatbot,0,1,1,0,0,Less,Utilitarian,Utilitarian,,,,2,1,1,desktop,1,1,JPN,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
101,res_00000050_2,chatbot_extended,chatbot,0,0,1,0,0,More,Utilitarian,Utilitarian,,,,3,1,0,desktop,1,0,JPN,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
102,res_00000051_1,chatbot_extended,chatbot,0,0,1,0,2,Less,Utilitarian,Utilitarian,,,,4,1,1,desktop,1,1,JPN,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
103,res_00000051_2,chatbot_extended,chatbot,0,1,1,0,1,More,Utilitarian,Utilitarian,,,,5,1,0,desktop,1,0,JPN,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
104,res_00000052_1,chatbot_extended,chatbot,0,0,0,1,0,Pets,Species,Species,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
105,res_00000052_2,chatbot_extended,chatbot,0,1,0,0,0,Hoomans,Species,Species,,,,3,0,0,desktop,1,0,JPN,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,res_00000053_1,chatbot_extended,chatbot,0,0,1,0,0,Young,Age,Age,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
107,res_00000053_2,chatbot_extended,chatbot,0,1,1,0,0,Old,Age,Age,,,,3,0,0,desktop,1,0,JPN,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,res_00000054_1,chatbot_extended,chatbot,0,1,1,0,1,Fat,Fitness,Fitness,,,,3,0,1,desktop,1,1,JPN,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,res_00000054_2,chatbot_extended,chatbot,0,0,1,0,2,Fit,Fitness,Fitness,,,,3,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
110,res_00000055_1,chatbot_extended,chatbot,0,1,1,0,1,Low,Social Value,Social Value,,,,1,0,1,desktop,1,1,JPN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,res_00000055_2,chatbot_extended,chatbot,0,0,1,0,2,High,Social Value,Social Value,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112,res_00000056_1,chatbot_extended,chatbot,0,1,1,0,0,Young,Age,Age,,,,4,0,1,desktop,1,1,JPN,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
113,res_00000056_2,chatbot_extended,chatbot,0,0,1,0,0,Old,Age,Age,,,,4,0,0,desktop,1,0,JPN,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,res_00000057_1,chatbot_extended,chatbot,0,1,1,0,0,Hoomans,Species,Species,,,,4,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
115,res_00000057_2,chatbot_extended,chatbot,0,0,1,0,0,Pets,Species,Species,,,,4,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
116,res_00000058_1,chatbot_extended,chatbot,0,0,1,0,1,Hoomans,Species,Species,,,,2,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
117,res_00000058_2,chatbot_extended,chatbot,0,1,1,0,2,Pets,Species,Species,,,,2,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
118,res_00000059_1,chatbot_extended,chatbot,0,1,0,1,0,Pets,Species,Species,,,,3,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
119,res_00000059_2,chatbot_extended,chatbot,0,0,0,0,1,Hoomans,Species,Species,,,,3,0,0,desktop,1,0,JPN,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,res_00000060_1,chatbot_extended,chatbot,0,1,0,1,0,Young,Age,Age,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,res_00000060_2,chatbot_extended,chatbot,0,0,0,0,0,Old,Age,Age,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,res_00000061_1,chatbot_extended,chatbot,0,1,0,1,0,Low,Social Value,Social Value,,,,5,0,0,desktop,1,1,JPN,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,res_00000061_2,chatbot_extended,chatbot,0,0,0,0,2,High,Social Value,Social Value,,,,5,0,1,desktop,1,0,JPN,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
124,res_00000062_1,chatbot_extended,chatbot,0,0,1,0,2,Female,Gender,Gender,,,,1,0,1,desktop,1,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125,res_00000062_2,chatbot_extended,chatbot,0,1,1,0,1,Male,Gender,Gender,,,,1,0,0,desktop,1,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
